# Lighting Coefficients for Frame 161
# SH Order: 4, Number of Coefficients: 25
# Index, Value
0, -0.00000000
1, 320.46357821
2, 88.46355454
3, -320.46357821
4, -54.50948397
5, -322.45839022
6, 37.77913119
7, 322.45839022
8, -54.50948397
9, 3.97199497
10, 39.72012127
11, 144.96571895
12, -57.82422853
13, -144.96571895
14, 39.72012127
15, -3.97199497
16, 0.01802901
17, -1.43588157
18, -9.84912423
19, -25.91335165
20, 17.23719399
21, 25.91335165
22, -9.84912423
23, 1.43588157
24, 0.01802901
