# Lighting Coefficients for Frame 167
# SH Order: 4, Number of Coefficients: 25
# Index, Value
0, -0.00000000
1, -258.99361699
2, 29.55554281
3, 258.99361699
4, 16.82578106
5, 276.21292240
6, 11.38113827
7, -276.21292240
8, 16.82578106
9, -0.00420157
10, -13.66988620
11, -136.57770682
12, -19.19240676
13, 136.57770682
14, -13.66988620
15, 0.00420157
16, 0.15700736
17, 0.15151869
18, 4.02665262
19, 28.22116287
20, 6.01162045
21, -28.22116287
22, 4.02665262
23, -0.15151869
24, 0.15700736
