# Lighting Coefficients for Frame 188
# SH Order: 4, Number of Coefficients: 25
# Index, Value
0, 0.00000000
1, -309.63152571
2, 49.35299034
3, 309.63152571
4, 12.58198288
5, 330.25271878
6, 18.52325833
7, -330.25271878
8, 12.58198288
9, 2.04757457
10, -10.31738318
11, -163.24612397
12, -32.03849672
13, 163.24612397
14, -10.31738318
15, -2.04757457
16, 0.05469096
17, -0.68292129
18, 3.07745112
19, 33.69843346
20, 10.44818739
21, -33.69843346
22, 3.07745112
23, 0.68292129
24, 0.05469096
