# Lighting Coefficients for Frame 17
# SH Order: 4, Number of Coefficients: 25
# Index, Value
0, -0.00000000
1, -85.42441113
2, 13.71531964
3, 85.42441113
4, 10.39659951
5, 90.98395473
6, 4.96313721
7, -90.98395473
8, 10.39659951
9, 0.47531435
10, -8.31287430
11, -44.87802188
12, -8.89327463
13, 44.87802188
14, -8.31287430
15, -0.47531435
16, 0.03716362
17, -0.15091347
18, 2.37422865
19, 9.23998330
20, 2.96345752
21, -9.23998330
22, 2.37422865
23, 0.15091347
24, 0.03716362
