# Lighting Coefficients for Frame 105
# SH Order: 4, Number of Coefficients: 25
# Index, Value
0, 0.00000000
1, -178.65401816
2, 16.38753037
3, 178.65401816
4, 10.48301910
5, 190.69081106
6, 6.15374140
7, -190.69081106
8, 10.48301910
9, 1.36349844
10, -8.72522442
11, -94.52602672
12, -10.60986433
13, 94.52602672
14, -8.72522442
15, -1.36349844
16, 0.10693707
17, -0.43475492
18, 2.65942670
19, 19.66091470
20, 3.25598348
21, -19.66091470
22, 2.65942670
23, 0.43475492
24, 0.10693707
