# Lighting Coefficients for Frame 208
# SH Order: 4, Number of Coefficients: 25
# Index, Value
0, -0.00000000
1, -136.07694125
2, 7.47583653
3, 136.07694125
4, 0.29938299
5, 143.93728469
6, 2.28437717
7, -143.93728469
8, 0.29938299
9, 3.22488142
10, -0.75604415
11, -70.46857802
12, -4.78157906
13, 70.46857802
14, -0.75604415
15, -3.22488142
16, -0.11805666
17, -1.20228906
18, 0.45642965
19, 14.42916239
20, 1.57630105
21, -14.42916239
22, 0.45642965
23, 1.20228906
24, -0.11805666
