# Lighting Coefficients for Frame 69
# SH Order: 4, Number of Coefficients: 25
# Index, Value
0, -0.00000000
1, -280.49658934
2, 40.80789644
3, 280.49658934
4, 14.03955575
5, 299.05185210
6, 14.81601093
7, -299.05185210
8, 14.03955575
9, 1.45341745
10, -11.55227916
11, -147.82041885
12, -26.46846761
13, 147.82041885
14, -11.55227916
15, -1.45341745
16, 0.09149838
17, -0.46055922
18, 3.45585546
19, 30.54408857
20, 8.75624610
21, -30.54408857
22, 3.45585546
23, 0.46055922
24, 0.09149838
