# Lighting Coefficients for Frame 108
# SH Order: 4, Number of Coefficients: 25
# Index, Value
0, -0.00000000
1, -205.32819983
2, 21.87322216
3, 205.32819983
4, 18.23546440
5, 219.16437310
6, 8.11104953
7, -219.16437310
8, 18.23546440
9, 1.02113861
10, -14.81351229
11, -108.66315671
12, -14.18056493
13, 108.66315671
14, -14.81351229
15, -1.02113861
16, 0.07798585
17, -0.28013468
18, 4.36663338
19, 22.62174405
20, 4.47334651
21, -22.62174405
22, 4.36663338
23, 0.28013468
24, 0.07798585
