# Lighting Coefficients for Frame 130
# SH Order: 4, Number of Coefficients: 25
# Index, Value
0, -0.00000000
1, 310.81030276
2, 102.52435093
3, -310.81030276
4, -51.92148416
5, -312.45064354
6, 43.02659295
7, 312.45064354
8, -51.92148416
9, 5.26598336
10, 37.86279367
11, 140.28548739
12, -67.00057311
13, -140.28548738
14, 37.86279367
15, -5.26598336
16, -0.05156840
17, -1.95877394
18, -9.41003425
19, -25.05326980
20, 20.28619996
21, 25.05326980
22, -9.41003425
23, 1.95877394
24, -0.05156840
