# Lighting Coefficients for Frame 24
# SH Order: 4, Number of Coefficients: 25
# Index, Value
0, -0.00000000
1, -103.25571293
2, 17.50227550
3, 103.25571293
4, 13.96184787
5, 109.71459080
6, 6.49271084
7, -109.71459080
8, 13.96184787
9, 0.59866613
10, -11.01661268
11, -53.95661813
12, -11.36630046
13, 53.95661813
14, -11.01661268
15, -0.59866613
16, 0.01408539
17, -0.17384391
18, 3.09789012
19, 11.07163547
20, 3.70043951
21, -11.07163547
22, 3.09789012
23, 0.17384391
24, 0.01408539
