# Lighting Coefficients for Frame 249
# SH Order: 4, Number of Coefficients: 25
# Index, Value
0, 0.00000000
1, -51.68394051
2, 25.33628206
3, 51.68394051
4, 3.83448289
5, 59.89978982
6, 8.71776862
7, -59.89978982
8, 3.83448289
9, 1.56790128
10, -4.28169890
11, -33.61648054
12, -16.34056371
13, 33.61648054
14, -4.28169890
15, -1.56790128
16, 0.02937981
17, -0.50235921
18, 1.74506806
19, 8.24201756
20, 5.59583754
21, -8.24201756
22, 1.74506806
23, 0.50235921
24, 0.02937981
