# Lighting Coefficients for Frame 101
# SH Order: 4, Number of Coefficients: 25
# Index, Value
0, 0.00000000
1, -178.57847529
2, 25.08741829
3, 178.57847529
4, 17.38981744
5, 190.54111708
6, 9.30997603
7, -190.54111708
8, 17.38981744
9, 0.84737532
10, -14.03481018
11, -94.41575281
12, -16.27089380
13, 94.41575281
14, -14.03481018
15, -0.84737532
16, 0.09522471
17, -0.21992003
18, 4.09078354
19, 19.62992322
20, 5.18315108
21, -19.62992322
22, 4.09078354
23, 0.21992003
24, 0.09522471
