# Lighting Coefficients for Frame 182
# SH Order: 4, Number of Coefficients: 25
# Index, Value
0, -0.00000000
1, -133.34747721
2, 42.92846653
3, 133.34747721
4, -8.05513395
5, 145.05550746
6, 17.08467362
7, -145.05550746
8, -8.05513395
9, 1.93398974
10, 5.43466292
11, -73.87439079
12, -27.97028231
13, 73.87439079
14, 5.43466292
15, -1.93398974
16, 0.08290481
17, -0.63791144
18, -1.12697917
19, 15.84774112
20, 8.63675611
21, -15.84774112
22, -1.12697917
23, 0.63791144
24, 0.08290481
