# Lighting Coefficients for Frame 236
# SH Order: 4, Number of Coefficients: 25
# Index, Value
0, -0.00000000
1, -17.30409478
2, 24.97881218
3, 17.30409478
4, -2.47271227
5, 23.52740558
6, 9.11627485
7, -23.52740558
8, -2.47271227
9, 1.35402082
10, 0.67520352
11, -15.77415208
12, -16.15888721
13, 15.77415208
14, 0.67520352
15, -1.35402082
16, 0.03703813
17, -0.39727220
18, 0.37198868
19, 4.55977136
20, 5.30822605
21, -4.55977136
22, 0.37198868
23, 0.39727220
24, 0.03703813
