# Lighting Coefficients for Frame 253
# SH Order: 4, Number of Coefficients: 25
# Index, Value
0, 0.00000000
1, -126.36656537
2, 25.38027632
3, 126.36656537
4, 15.43551292
5, 139.46419038
6, 8.69872655
7, -139.46419038
8, 15.43551292
9, 1.31094379
10, -13.13127610
11, -72.88605406
12, -16.31133720
13, 72.88605406
14, -13.13127610
15, -1.31094379
16, -0.01302437
17, -0.40606628
18, 4.11806656
19, 16.36656710
20, 5.66371352
21, -16.36656710
22, 4.11806656
23, 0.40606628
24, -0.01302437
