# Lighting Coefficients for Frame 135
# SH Order: 4, Number of Coefficients: 25
# Index, Value
0, 0.00000000
1, 357.74886599
2, 78.65393558
3, -357.74886599
4, -64.31781673
5, -364.74707353
6, 33.73394014
7, 364.74707353
8, -64.31781673
9, 6.20705082
10, 47.46541987
11, 167.68786920
12, -51.47836942
13, -167.68786920
14, 47.46541987
15, -6.20705082
16, -0.14596462
17, -2.33354082
18, -12.01615832
19, -31.10598013
20, 15.18079893
21, 31.10598013
22, -12.01615832
23, 2.33354082
24, -0.14596462
