# Lighting Coefficients for Frame 77
# SH Order: 4, Number of Coefficients: 25
# Index, Value
0, -0.00000000
1, -251.67665972
2, 34.31469921
3, 251.67665972
4, 15.80886502
5, 268.30503846
6, 12.66275548
7, -268.30503846
8, 15.80886502
9, 1.04086908
10, -12.88924159
11, -132.63876522
12, -22.26012386
13, 132.63876522
14, -12.88924159
15, -1.04086908
16, 0.11528932
17, -0.30718326
18, 3.81857009
19, 27.43215532
20, 7.23591813
21, -27.43215532
22, 3.81857009
23, 0.30718326
24, 0.11528932
