# Lighting Coefficients for Frame 40
# SH Order: 4, Number of Coefficients: 25
# Index, Value
0, 0.00000000
1, -184.51188645
2, 26.65663655
3, 184.51188645
4, 19.56945747
5, 196.95914343
6, 9.89926300
7, -196.95914343
8, 19.56945747
9, 0.85256907
10, -15.60761614
11, -97.54899622
12, -17.28848792
13, 97.54899622
14, -15.60761614
15, -0.85256907
16, 0.05120008
17, -0.25139381
18, 4.45775443
19, 20.23015138
20, 5.64833765
21, -20.23015138
22, 4.45775443
23, 0.25139381
24, 0.05120008
