# Lighting Coefficients for Frame 155
# SH Order: 4, Number of Coefficients: 25
# Index, Value
0, -0.00000000
1, -314.30747009
2, 49.62438954
3, 314.30747009
4, 18.87594537
5, 335.39577669
6, 18.32486515
7, -335.39577669
8, 18.87594537
9, 0.91333572
10, -15.16546454
11, -166.01343581
12, -32.20036022
13, 166.01343581
14, -15.16546454
15, -0.91333572
16, 0.08332042
17, -0.21453555
18, 4.40516888
19, 34.37768337
20, 10.60835990
21, -34.37768337
22, 4.40516888
23, 0.21453555
24, 0.08332042
