# Lighting Coefficients for Frame 178
# SH Order: 4, Number of Coefficients: 25
# Index, Value
0, -0.00000000
1, -207.52416642
2, 31.01633646
3, 207.52416642
4, 13.47991372
5, 220.95667687
6, 11.86780780
7, -220.95667687
8, 13.47991372
9, 0.84088704
10, -10.86776449
11, -109.06831465
12, -20.13564051
13, 109.06831465
14, -10.86776449
15, -0.84088704
16, 0.09350019
17, -0.19086471
18, 3.18359130
19, 22.52748783
20, 6.34915871
21, -22.52748783
22, 3.18359130
23, 0.19086471
24, 0.09350019
