# Lighting Coefficients for Frame 201
# SH Order: 4, Number of Coefficients: 25
# Index, Value
0, 0.00000000
1, -80.98832369
2, 26.13485466
3, 80.98832369
4, 22.52669076
5, 86.95160325
6, 9.60371265
7, -86.95160325
8, 22.52669076
9, 1.27662691
10, -18.02544664
11, -43.80130346
12, -16.94522548
13, 43.80130346
14, -18.02544664
15, -1.27662691
16, -0.10787653
17, -0.33860859
18, 5.19336897
19, 9.44864465
20, 5.45691163
21, -9.44864465
22, 5.19336897
23, 0.33860859
24, -0.10787653
