# Lighting Coefficients for Frame 230
# SH Order: 4, Number of Coefficients: 25
# Index, Value
0, 0.00000000
1, 65.21205876
2, 46.36774392
3, -65.21205876
4, -13.04504973
5, -59.92558461
6, 18.01403689
7, 59.92558461
8, -13.04504973
9, 3.27307149
10, 8.52990786
11, 22.06257913
12, -30.09563820
13, -22.06257913
14, 8.52990786
15, -3.27307149
16, -0.22618430
17, -1.17647447
18, -1.65350428
19, -2.26227150
20, 9.68254664
21, 2.26227150
22, -1.65350428
23, 1.17647447
24, -0.22618430
