# Lighting Coefficients for Frame 109
# SH Order: 4, Number of Coefficients: 25
# Index, Value
0, -0.00000000
1, 29.04963270
2, 49.72967205
3, -29.04963270
4, -12.42678445
5, -23.14596224
6, 20.57609941
7, 23.14596224
8, -12.42678445
9, 3.13405000
10, 8.27377324
11, 5.50774665
12, -32.46135082
13, -5.50774665
14, 8.27377324
15, -3.13405000
16, -0.01395855
17, -1.12671480
18, -1.70989279
19, 0.54150994
20, 9.77917824
21, -0.54150994
22, -1.70989279
23, 1.12671480
24, -0.01395855
