# Lighting Coefficients for Frame 160
# SH Order: 4, Number of Coefficients: 25
# Index, Value
0, 0.00000000
1, 237.06874769
2, 69.57690516
3, -237.06874769
4, -48.28618180
5, -238.50037541
6, 29.54691289
7, 238.50037541
8, -48.28618180
9, 4.88551021
10, 35.17901257
11, 107.11787880
12, -45.47672893
13, -107.11787880
14, 35.17901257
15, -4.88551021
16, -0.01201438
17, -1.79512938
18, -8.70947074
19, -19.09177787
20, 13.52432562
21, 19.09177787
22, -8.70947074
23, 1.79512938
24, -0.01201438
