# Lighting Coefficients for Frame 79
# SH Order: 4, Number of Coefficients: 25
# Index, Value
0, -0.00000000
1, -243.06895875
2, 25.73291355
3, 243.06895875
4, 7.82590921
5, 258.63841273
6, 9.60709114
7, -258.63841273
8, 7.82590921
9, 1.66484962
10, -6.78905998
11, -127.44689575
12, -16.71480660
13, 127.44689575
14, -6.78905998
15, -1.66484962
16, 0.04324379
17, -0.54499562
18, 2.16973195
19, 26.18944330
20, 5.29023268
21, -26.18944330
22, 2.16973195
23, 0.54499562
24, 0.04324379
